name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2,zone_id
Ezell's Famous Chicken,5551,229405773.0,,fast_food,,,"POLYGON ((-122.3307866 47.6616958, -122.330772 47.6616958, -122.3307719 47.661633, -122.3309325 47.6616329, -122.3309325 47.6616398, -122.3309708 47.6616397, -122.3309708 47.6616568, -122.3310089 47.6616568, -122.331009 47.6616908, -122.3309727 47.6616908, -122.3309727 47.6616957, -122.3307866 47.6616958))",POINT (-122.3308812 47.6616658),112.8,1213.8,6
,5552,229405776.0,,yes,,,"POLYGON ((-122.3334729 47.6622756, -122.3334728 47.6623208, -122.3335132 47.6623209, -122.333513 47.6623716, -122.3333945 47.6623714, -122.3333946 47.6623359, -122.3333626 47.6623359, -122.3333625 47.6623673, -122.3333823 47.6623673, -122.3333821 47.6623934, -122.3332938 47.6623933, -122.333294 47.6623608, -122.3332801 47.6623608, -122.3332802 47.6623237, -122.3332163 47.6623236, -122.3332163 47.6623021, -122.3332321 47.6623022, -122.3332322 47.6622685, -122.3333298 47.6622687, -122.3333298 47.6622754, -122.3334729 47.6622756))",POINT (-122.3333675 47.6623247),204.5,2201.3,6
,5553,229405779.0,,yes,,,"POLYGON ((-122.3243263 47.6617954, -122.3243259 47.6618472, -122.3243094 47.6618472, -122.3243093 47.6618527, -122.3243247 47.6618527, -122.3243244 47.6619038, -122.3243099 47.6619037, -122.3243098 47.6619183, -122.3243248 47.6619184, -122.3243244 47.6619711, -122.3241962 47.6619707, -122.3241965 47.6619337, -122.3241825 47.6619337, -122.3241828 47.6618887, -122.324193 47.6618887, -122.3241932 47.6618557, -122.3241819 47.6618556, -122.324182 47.6618332, -122.3241922 47.6618332, -122.3241925 47.661795, -122.3243263 47.6617954))",POINT (-122.3242564 47.6618824),196.3,2112.7,7
,5554,229405782.0,,yes,,,"POLYGON ((-122.3285825 47.6649085, -122.3284136 47.6649059, -122.3284134 47.6649099, -122.3283527 47.664909, -122.328354 47.6648691, -122.3283641 47.6648692, -122.3283651 47.6648393, -122.3283598 47.6648392, -122.3283611 47.6648003, -122.3284175 47.6648012, -122.3284174 47.664804, -122.328584 47.6648065, -122.3285842 47.6648003, -122.3286447 47.6648013, -122.3286432 47.6648441, -122.3286827 47.6648447, -122.328681 47.6648941, -122.3286396 47.6648935, -122.3286389 47.6649126, -122.3285824 47.6649117, -122.3285825 47.6649085))",POINT (-122.3285112 47.664857),265.3,2855.2,2
,5555,229405785.0,,yes,,,"POLYGON ((-122.3243277 47.6620106, -122.3243305 47.6620608, -122.3243145 47.6620612, -122.3243157 47.6620815, -122.3243303 47.6620812, -122.3243332 47.6621311, -122.3243167 47.6621315, -122.3243171 47.6621382, -122.3243288 47.6621379, -122.3243315 47.6621858, -122.3242059 47.6621891, -122.3242037 47.6621514, -122.324193 47.6621517, -122.3241916 47.6621276, -122.324209 47.6621272, -122.3242072 47.6620946, -122.3241945 47.662095, -122.324192 47.6620514, -122.3242091 47.662051, -122.3242083 47.6620373, -122.3241991 47.6620375, -122.3241978 47.662014, -122.3243277 47.6620106))",POINT (-122.3242641 47.6620998),187.0,2012.4,7
,5556,229405798.0,,yes,,,"POLYGON ((-122.3308341 47.6620941, -122.3308341 47.6621755, -122.3307582 47.6621755, -122.3307582 47.6620941, -122.3308341 47.6620941))",POINT (-122.3307961 47.6621348),51.3,552.2,6
,5557,229405800.0,,yes,,,"POLYGON ((-122.3255973 47.6626895, -122.3255127 47.6626885, -122.3255137 47.6626516, -122.3255982 47.6626526, -122.3255973 47.6626895))",POINT (-122.3255555 47.6626706),25.8,278.1,7
,5558,229405801.0,,yes,,,"POLYGON ((-122.32463 47.6638059, -122.3246325 47.663863, -122.3245371 47.6638649, -122.3245347 47.6638078, -122.32463 47.6638059))",POINT (-122.3245836 47.6638354),45.4,488.7,2
,5559,229405802.0,,yes,,,"POLYGON ((-122.3299803 47.6627422, -122.3299783 47.6628716, -122.3297101 47.6628726, -122.329709 47.6627432, -122.3299803 47.6627422))",POINT (-122.3298444 47.6628073),292.3,3146.5,7
,5560,229405803.0,,yes,,,"POLYGON ((-122.329467 47.6624576, -122.3295543 47.6624594, -122.3295514 47.6625225, -122.3294641 47.6625208, -122.329467 47.6624576))",POINT (-122.3295092 47.6624901),46.2,497.2,7
,5561,229405804.0,,yes,,,"POLYGON ((-122.3266799 47.6635215, -122.3265966 47.6635226, -122.3265956 47.6634892, -122.326679 47.6634881, -122.3266799 47.6635215))",POINT (-122.3266378 47.6635053),23.0,247.0,2
,5562,229405805.0,,yes,,,"POLYGON ((-122.3267839 47.6642924, -122.3266916 47.6642932, -122.3266906 47.6642431, -122.326783 47.6642423, -122.3267839 47.6642924))",POINT (-122.3267373 47.6642677),38.0,408.6,2
,5563,229405806.0,,yes,,,"POLYGON ((-122.3288634 47.6637194, -122.3288619 47.6637683, -122.328702 47.663766, -122.3287035 47.6637171, -122.3288634 47.6637194))",POINT (-122.3287827 47.6637427),65.4,704.2,2
,5564,229405807.0,,yes,,,"POLYGON ((-122.3256884 47.6618052, -122.3256156 47.6618062, -122.3256146 47.661773, -122.3256874 47.661772, -122.3256884 47.6618052))",POINT (-122.3256515 47.6617891),20.4,219.2,7
,5565,229405808.0,,yes,,,"POLYGON ((-122.3277655 47.6620081, -122.3276844 47.6620076, -122.327685 47.6619689, -122.327766 47.6619694, -122.3277655 47.6620081))",POINT (-122.3277252 47.6619885),26.2,282.4,7
,5566,229405809.0,,yes,,,"POLYGON ((-122.3245468 47.6624248, -122.3246427 47.6624255, -122.3246421 47.6624674, -122.3245462 47.6624667, -122.3245468 47.6624248))",POINT (-122.3245944 47.6624461),33.5,360.4,7
,5567,229405810.0,,yes,,,"POLYGON ((-122.3278654 47.6633165, -122.327782 47.6633173, -122.3277811 47.6632741, -122.3278644 47.6632733, -122.3278654 47.6633165))",POINT (-122.3278232 47.6632953),29.8,320.4,2
,5568,229405811.0,,yes,,,"POLYGON ((-122.3295768 47.6623981, -122.3296419 47.6623969, -122.3296433 47.6624299, -122.3295782 47.6624311, -122.3295768 47.6623981))",POINT (-122.32961 47.662414),18.1,195.3,7
,5569,229405812.0,,yes,,,"POLYGON ((-122.3277729 47.6623361, -122.3276821 47.6623357, -122.3276824 47.6623025, -122.3277732 47.6623029, -122.3277729 47.6623361))",POINT (-122.3277277 47.6623193),25.2,270.8,7
,5570,229405813.0,,yes,,,"POLYGON ((-122.3277549 47.6638137, -122.3277537 47.663854, -122.3276783 47.663853, -122.3276795 47.6638128, -122.3277549 47.6638137))",POINT (-122.3277166 47.6638334),25.2,271.4,2
,5571,229405814.0,,yes,,,"POLYGON ((-122.3277388 47.6643983, -122.32764 47.664398, -122.3276402 47.6643589, -122.327739 47.6643592, -122.3277388 47.6643983))",POINT (-122.3276895 47.6643786),32.2,346.5,2
,5572,229405815.0,,yes,,,"POLYGON ((-122.33068 47.6622442, -122.3306807 47.6622118, -122.3307503 47.6622125, -122.3307496 47.6622449, -122.33068 47.6622442))",POINT (-122.3307151 47.6622283),18.9,203.5,7
,5573,229405816.0,,yes,,,"POLYGON ((-122.3307471 47.6623813, -122.3307991 47.6623807, -122.3308007 47.6624375, -122.3307487 47.6624382, -122.3307471 47.6623813))",POINT (-122.3307739 47.6624094),24.6,264.6,7
,5574,229405817.0,,yes,,,"POLYGON ((-122.3246457 47.6618729, -122.3246463 47.6619127, -122.3245655 47.6619133, -122.3245648 47.6618735, -122.3246457 47.6618729))",POINT (-122.3246056 47.6618931),26.9,289.8,7
,5575,229405818.0,,yes,,,"POLYGON ((-122.3331221 47.6620723, -122.3330419 47.662072, -122.3330425 47.6619848, -122.3331227 47.661985, -122.3331221 47.6620723))",POINT (-122.3330823 47.6620285),58.7,631.7,6
,5576,229405819.0,,yes,,,"POLYGON ((-122.3234466 47.6635791, -122.3234469 47.6636155, -122.3233648 47.6636157, -122.3233645 47.6635793, -122.3234466 47.6635791))",POINT (-122.3234057 47.6635974),25.1,270.3,2
,5577,229405820.0,,yes,,,"POLYGON ((-122.3330486 47.6618066, -122.3331489 47.6618057, -122.3331495 47.6618371, -122.3330493 47.661838, -122.3330486 47.6618066))",POINT (-122.3330991 47.6618218),26.4,284.5,6
,5578,229405821.0,,yes,,,"POLYGON ((-122.3265844 47.6644676, -122.3266359 47.6644682, -122.3266344 47.6645257, -122.326583 47.664525, -122.3265844 47.6644676))",POINT (-122.3266094 47.6644966),25.0,268.8,2
,5579,229405822.0,,yes,,,"POLYGON ((-122.3296509 47.6621563, -122.3296497 47.6620441, -122.3298609 47.6620431, -122.3298621 47.6621553, -122.3296509 47.6621563))",POINT (-122.3297559 47.6620997),198.1,2132.7,7
,5580,229405823.0,,yes,,,"POLYGON ((-122.3287167 47.6644098, -122.3286401 47.6644092, -122.3286406 47.6643756, -122.3287172 47.6643762, -122.3287167 47.6644098))",POINT (-122.3286787 47.6643927),21.3,229.1,2
,5581,229405824.0,,yes,,,"POLYGON ((-122.3307508 47.6618998, -122.3307507 47.6618402, -122.3308454 47.6618402, -122.3308454 47.6618998, -122.3307508 47.6618998))",POINT (-122.3307981 47.66187),47.6,512.0,6
,5582,229405825.0,,yes,,,"POLYGON ((-122.3275198 47.664793, -122.3275729 47.6647923, -122.3275747 47.6648527, -122.3275215 47.6648534, -122.3275198 47.664793))",POINT (-122.3275472 47.6648229),26.8,288.7,2
,5583,229405826.0,,yes,,,"POLYGON ((-122.3233714 47.6624767, -122.3233707 47.6624208, -122.323429 47.6624205, -122.3234296 47.6624764, -122.3233714 47.6624767))",POINT (-122.3234002 47.6624486),27.0,290.3,7
,5584,229405827.0,,yes,,,"POLYGON ((-122.3295582 47.6623416, -122.3296597 47.6623403, -122.3296611 47.6623877, -122.3295596 47.662389, -122.3295582 47.6623416))",POINT (-122.3296096 47.6623646),39.9,429.6,7
,5585,229405828.0,,yes,,,"POLYGON ((-122.3266788 47.664057, -122.3266063 47.6640568, -122.3266066 47.6640248, -122.3266791 47.6640251, -122.3266788 47.664057))",POINT (-122.3266427 47.6640409),19.4,209.3,2
,5586,229405829.0,,yes,,,"POLYGON ((-122.3256012 47.6620245, -122.3255182 47.6620261, -122.3255169 47.6619946, -122.3255998 47.661993, -122.3256012 47.6620245))",POINT (-122.325559 47.6620096),21.7,233.8,7
,5587,229405830.0,,yes,,,"POLYGON ((-122.3235168 47.6626842, -122.3236014 47.6626835, -122.3236024 47.6627407, -122.3235178 47.6627414, -122.3235168 47.6626842))",POINT (-122.3235596 47.6627124),40.6,437.5,7
,5588,229405831.0,,yes,,,"POLYGON ((-122.3318655 47.661913, -122.3319492 47.6619126, -122.33195 47.6619837, -122.3318663 47.6619841, -122.3318655 47.661913))",POINT (-122.3319077 47.6619484),49.4,531.5,6
,5589,229405832.0,,yes,,,"POLYGON ((-122.3279285 47.6641355, -122.3278455 47.6641358, -122.3278451 47.6640932, -122.3279281 47.6640929, -122.3279285 47.6641355))",POINT (-122.3278868 47.6641143),29.1,313.7,2
,5590,229405833.0,,yes,,,"POLYGON ((-122.3266992 47.6617748, -122.3265982 47.6617761, -122.3265966 47.6617208, -122.3266977 47.6617195, -122.3266992 47.6617748))",POINT (-122.3266479 47.6617478),46.8,503.3,7
,5591,229405834.0,,yes,,,"POLYGON ((-122.3297911 47.6639341, -122.329789 47.6639893, -122.3296781 47.6639875, -122.3296802 47.6639322, -122.3297911 47.6639341))",POINT (-122.3297346 47.6639608),51.5,554.3,2
,5592,229405835.0,,yes,,,"POLYGON ((-122.3296588 47.6622445, -122.3297365 47.6622439, -122.3297371 47.6622794, -122.3296594 47.66228, -122.3296588 47.6622445))",POINT (-122.3296979 47.662262),22.8,245.6,7
,5593,229405836.0,,yes,,,"POLYGON ((-122.3246338 47.6626461, -122.3246322 47.6626862, -122.3245513 47.6626847, -122.3245529 47.6626446, -122.3246338 47.6626461))",POINT (-122.3245925 47.6626654),26.9,289.1,7
,5594,229405837.0,,yes,,,"POLYGON ((-122.3244631 47.6627584, -122.3245449 47.6627586, -122.3245447 47.6628043, -122.3244629 47.6628041, -122.3244631 47.6627584))",POINT (-122.3245039 47.6627814),30.8,331.6,7
,5595,229405838.0,,yes,,,"POLYGON ((-122.3295145 47.6642071, -122.3295943 47.6642061, -122.3295953 47.664241, -122.3295155 47.6642421, -122.3295145 47.6642071))",POINT (-122.3295549 47.6642241),23.4,252.0,2
,5596,229405839.0,,yes,,,"POLYGON ((-122.329547 47.6631942, -122.3295463 47.6631451, -122.3295926 47.6631447, -122.3295934 47.6631938, -122.329547 47.6631942))",POINT (-122.3295698 47.6631695),19.1,205.4,2
,5597,229405840.0,,yes,,,"POLYGON ((-122.3246432 47.6622097, -122.3246447 47.662263, -122.3245558 47.6622642, -122.3245542 47.6622108, -122.3246432 47.6622097))",POINT (-122.3245995 47.6622369),39.5,425.6,7
,5598,229405841.0,,yes,,,"POLYGON ((-122.325672 47.6625807, -122.3255961 47.6625817, -122.325595 47.6625438, -122.325671 47.6625428, -122.325672 47.6625807))",POINT (-122.3256335 47.6625622),23.9,257.7,7
,5599,229405842.0,,yes,,,"POLYGON ((-122.330665 47.6622488, -122.330748 47.6622496, -122.330747 47.6622919, -122.330664 47.662291, -122.330665 47.6622488))",POINT (-122.330706 47.6622703),29.3,315.4,7
,5600,229405843.0,,yes,,,"POLYGON ((-122.3277747 47.6624577, -122.3278571 47.6624562, -122.3278594 47.6625146, -122.327777 47.6625161, -122.3277747 47.6624577))",POINT (-122.327817 47.6624861),40.3,434.0,7
,5601,229405844.0,,yes,,,"POLYGON ((-122.3277328 47.6647216, -122.3276662 47.6647209, -122.327667 47.664685, -122.3277336 47.6646857, -122.3277328 47.6647216))",POINT (-122.3276999 47.6647033),19.8,212.6,2
,5602,229405845.0,,yes,,,"POLYGON ((-122.3234233 47.6646699, -122.3234205 47.6646249, -122.3235417 47.6646214, -122.3235445 47.6646664, -122.3234233 47.6646699))",POINT (-122.3234825 47.6646457),45.6,490.6,2
,5603,229405846.0,,yes,,,"POLYGON ((-122.3278749 47.662086, -122.3277755 47.6620858, -122.3277759 47.6620205, -122.3278753 47.6620207, -122.3278749 47.662086))",POINT (-122.3278254 47.6620532),53.6,577.4,7
,5604,229405847.0,,yes,,,"POLYGON ((-122.3306452 47.6624364, -122.3306446 47.6623815, -122.3307387 47.6623811, -122.3307393 47.6624359, -122.3306452 47.6624364))",POINT (-122.3306919 47.6624087),43.0,462.4,7
,5605,229405848.0,,yes,,,"POLYGON ((-122.3233787 47.6640361, -122.3233782 47.6639739, -122.3234571 47.6639736, -122.3234576 47.6640358, -122.3233787 47.6640361))",POINT (-122.3234179 47.6640049),40.7,438.2,2
,5606,229405849.0,,yes,,,"POLYGON ((-122.323493 47.6628175, -122.3234939 47.6627586, -122.323544 47.6627589, -122.3235431 47.6628178, -122.323493 47.6628175))",POINT (-122.3235185 47.6627882),24.7,265.9,7
,5607,229405850.0,,yes,,,"POLYGON ((-122.3317969 47.6629869, -122.331715 47.6629829, -122.3317179 47.6629551, -122.3317999 47.662959, -122.3317969 47.6629869))",POINT (-122.3317575 47.662971),19.2,206.3,6
,5608,229405851.0,,yes,,,"POLYGON ((-122.3234527 47.6646721, -122.3235397 47.6646709, -122.3235407 47.6647062, -122.3234537 47.6647073, -122.3234527 47.6646721))",POINT (-122.3234967 47.6646891),25.4,273.0,2
,5609,229405852.0,,yes,,,"POLYGON ((-122.3301296 47.6647272, -122.3300353 47.6647263, -122.3300365 47.6646631, -122.3301308 47.664664, -122.3301296 47.6647272))",POINT (-122.330083 47.6646952),49.7,535.1,2
,5610,229405853.0,,yes,,,"POLYGON ((-122.326012 47.664604, -122.3259341 47.6646048, -122.3259334 47.6645735, -122.3260113 47.6645727, -122.326012 47.664604))",POINT (-122.3259727 47.6645888),20.5,220.4,2
,5611,229405854.0,,yes,,,"POLYGON ((-122.3267848 47.6618851, -122.3267188 47.6618852, -122.3267187 47.6618515, -122.3267847 47.6618515, -122.3267848 47.6618851))",POINT (-122.3267517 47.6618683),18.5,199.1,7
,5612,229405855.0,,yes,,,"POLYGON ((-122.3277632 47.6630833, -122.3276806 47.6630831, -122.3276808 47.6630497, -122.3277634 47.6630499, -122.3277632 47.6630833))",POINT (-122.327722 47.6630665),23.0,247.0,2
,5613,229405856.0,,yes,,,"POLYGON ((-122.3295308 47.6638052, -122.3296129 47.6638046, -122.3296136 47.663849, -122.3295316 47.6638497, -122.3295308 47.6638052))",POINT (-122.3295722 47.6638271),30.7,330.4,2
,5614,229405857.0,,yes,,,"POLYGON ((-122.3241079 47.6647025, -122.3241076 47.6646504, -122.3241822 47.6646502, -122.3241825 47.6647023, -122.3241079 47.6647025))",POINT (-122.324145 47.6646763),32.5,349.6,2
,5615,229405858.0,,yes,,,"POLYGON ((-122.323456 47.6644234, -122.3235406 47.6644211, -122.3235438 47.6644737, -122.3234593 47.6644761, -122.323456 47.6644234))",POINT (-122.3234999 47.6644486),36.9,397.2,2
,5616,229405859.0,,yes,,,"POLYGON ((-122.3278178 47.6618626, -122.3278751 47.6618623, -122.3278755 47.6619047, -122.3278183 47.6619049, -122.3278178 47.6618626))",POINT (-122.3278467 47.6618836),20.2,217.5,7
,5617,229405860.0,,yes,,,"POLYGON ((-122.3307489 47.6620204, -122.3306531 47.6620201, -122.3306534 47.6619723, -122.3307493 47.6619726, -122.3307489 47.6620204))",POINT (-122.3307012 47.6619963),38.2,410.9,7
,5618,229405861.0,,yes,,,"POLYGON ((-122.3256799 47.6626895, -122.3256012 47.6626887, -122.325602 47.6626534, -122.3256807 47.6626542, -122.3256799 47.6626895))",POINT (-122.3256409 47.6626714),23.0,247.8,7
,5619,229405862.0,,yes,,,"POLYGON ((-122.3296004 47.6643521, -122.3295102 47.6643521, -122.3295103 47.6642905, -122.3296005 47.6642905, -122.3296004 47.6643521))",POINT (-122.3295553 47.6643213),46.2,497.7,2
,5620,229405863.0,,yes,,,"POLYGON ((-122.3244615 47.6625372, -122.3245489 47.6625361, -122.3245504 47.6625894, -122.324463 47.6625905, -122.3244615 47.6625372))",POINT (-122.324506 47.6625633),38.7,416.5,7
,5621,229405864.0,,yes,,,"POLYGON ((-122.3233715 47.6622528, -122.32337 47.6622007, -122.3234321 47.6621999, -122.3234336 47.662252, -122.3233715 47.6622528))",POINT (-122.3234018 47.6622263),27.0,290.9,7
,5622,229405865.0,,yes,,,"POLYGON ((-122.3244603 47.6624959, -122.3245496 47.6624954, -122.3245501 47.6625348, -122.3244608 47.6625353, -122.3244603 47.6624959))",POINT (-122.3245052 47.6625153),29.1,313.7,7
,5623,229405866.0,,yes,,,"POLYGON ((-122.3266153 47.6627696, -122.3266901 47.6627705, -122.3266887 47.6628242, -122.3266139 47.6628233, -122.3266153 47.6627696))",POINT (-122.326652 47.6627969),33.6,361.8,7
,5624,229405867.0,,yes,,,"POLYGON ((-122.3267026 47.6618727, -122.3266284 47.6618733, -122.3266278 47.661835, -122.326702 47.6618344, -122.3267026 47.6618727))",POINT (-122.3266652 47.6618539),23.6,253.9,7
,5625,229405868.0,,yes,,,"POLYGON ((-122.3268669 47.6634353, -122.3269191 47.6634346, -122.3269207 47.6634883, -122.3268685 47.663489, -122.3268669 47.6634353))",POINT (-122.3268938 47.6634618),23.7,255.3,2
,5626,229405869.0,,yes,,,"POLYGON ((-122.3278599 47.6637471, -122.3277735 47.663749, -122.327771 47.6636993, -122.3278575 47.6636974, -122.3278599 47.6637471))",POINT (-122.3278155 47.6637232),36.1,388.8,2
,5627,229405870.0,,yes,,,"POLYGON ((-122.3255334 47.6628187, -122.3255891 47.662819, -122.3255885 47.6628664, -122.3255328 47.6628661, -122.3255334 47.6628187))",POINT (-122.325561 47.6628426),22.1,237.3,7
,5628,229405871.0,,yes,,,"POLYGON ((-122.3245517 47.6626027, -122.3245508 47.6625354, -122.3246401 47.6625348, -122.3246411 47.6626021, -122.3245517 47.6626027))",POINT (-122.3245959 47.6625688),49.9,537.3,7
,5629,229405872.0,,yes,,,"POLYGON ((-122.328024 47.6629355, -122.3279305 47.6629369, -122.3279286 47.6628814, -122.3280221 47.6628799, -122.328024 47.6629355))",POINT (-122.3279763 47.6629084),43.1,463.5,7
,5630,229405873.0,,yes,,,"POLYGON ((-122.3234878 47.6629213, -122.3234892 47.6628609, -122.3235425 47.6628615, -122.3235411 47.6629218, -122.3234878 47.6629213))",POINT (-122.3235151 47.6628914),26.8,288.7,7
,5631,229405874.0,,yes,,,"POLYGON ((-122.3296818 47.6618863, -122.3296786 47.6617782, -122.3298537 47.6617759, -122.3298569 47.661884, -122.3296818 47.6618863))",POINT (-122.3297678 47.6618311),158.5,1706.3,7
,5632,229405875.0,,yes,,,"POLYGON ((-122.3245519 47.6618584, -122.3245504 47.6618068, -122.3246162 47.6618059, -122.3246176 47.6618575, -122.3245519 47.6618584))",POINT (-122.324584 47.6618321),28.5,306.9,7
,5633,229405878.0,,yes,,,"POLYGON ((-122.3285294 47.6628479, -122.3283295 47.6628486, -122.3283287 47.6627368, -122.3285286 47.6627362, -122.3285294 47.6628479))",POINT (-122.328429 47.6627924),186.0,2002.2,7
,5634,229405879.0,,yes,,,"POLYGON ((-122.3285623 47.66281, -122.3286055 47.6628094, -122.328607 47.6628604, -122.3285637 47.6628609, -122.3285623 47.66281))",POINT (-122.3285846 47.6628352),18.8,202.6,7
,5635,229405880.0,,yes,,,"POLYGON ((-122.3266836 47.6634867, -122.3266123 47.6634866, -122.3266124 47.6634561, -122.3266837 47.6634562, -122.3266836 47.6634867))",POINT (-122.326648 47.6634714),18.4,197.6,2
,5636,229405882.0,,yes,,,"POLYGON ((-122.3245454 47.6633632, -122.3246225 47.6633635, -122.3246223 47.6634016, -122.3245451 47.6634014, -122.3245454 47.6633632))",POINT (-122.3245838 47.6633824),24.4,262.2,2
,5637,229405883.0,,yes,,,"POLYGON ((-122.327866 47.6639561, -122.3277684 47.6639558, -122.3277687 47.6639167, -122.3278663 47.663917, -122.327866 47.6639561))",POINT (-122.3278173 47.6639364),32.2,346.5,2
